recipe_name,calories,protein_g,carbohydrates_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,vitamin_a_percent,vitamin_c_percent,calcium_percent,iron_percent
Paya,630,29,65,19,14,14,836,94,37,15,7,23
Nihari,157,30,61,27,6,5,257,77,26,7,12,22
Nihari,475,31,46,18,12,9,519,57,17,15,7,22
Seekh Kabab,365,40,44,19,12,4,1348,33,33,5,29,32
Paya,493,27,79,34,13,10,546,35,26,38,9,30
Pakistani Main Course Special 423,689,26,52,39,13,6,989,17,29,36,23,16
Pakistani Main Course Special 424,245,36,44,21,12,18,1443,91,9,41,15,37
Aloo Gosht,245,13,76,14,13,17,201,9,10,21,16,38
Dal Makhani,376,31,77,27,4,3,448,73,37,19,18,16
Korma,605,45,76,35,7,16,913,0,38,32,23,36
Pakistani Main Course Special 428,639,48,55,23,7,2,1099,88,22,17,17,25
Sindhi Biryani,282,38,77,23,8,14,1465,83,33,52,23,18
Biryani,581,31,49,18,10,17,320,31,6,24,9,39
Pakistani Main Course Special 431,568,32,68,22,14,6,370,74,35,47,7,26
Pakistani Main Course Special 432,535,41,69,24,7,4,1472,48,12,7,12,11
Paya,631,30,47,35,4,9,974,68,22,21,6,21
Sindhi Biryani,618,7,42,28,8,9,992,63,17,17,17,25
Paya,152,13,60,16,5,13,1135,42,32,56,9,28
Sindhi Biryani,387,24,32,19,6,5,662,67,20,13,22,36
Pakistani Main Course Special 437,635,6,54,12,2,15,1222,95,31,25,18,36
Chapli Kabab,548,49,33,18,14,10,1386,6,32,10,14,26
Pakistani Main Course Special 439,277,17,69,12,14,10,771,0,38,8,9,37
Aloo Gosht,242,46,67,15,11,4,679,65,31,43,12,10
Sajji,507,41,30,23,12,18,1262,89,38,47,9,16
Korma,415,28,41,15,8,9,387,24,30,55,6,33
Haleem,686,33,56,22,5,14,1431,25,32,35,29,13
Pakistani Main Course Special 444,342,35,37,30,6,11,867,67,24,42,16,36
Dal Makhani,555,9,58,11,6,19,589,21,7,15,11,17
Pakistani Main Course Special 446,706,39,71,33,2,14,528,72,5,24,8,20
Chicken Tikka,632,48,44,34,14,18,1419,50,25,29,11,38
Pakistani Main Course Special 448,717,11,70,11,10,12,796,48,29,44,14,35
Pakistani Main Course Special 449,304,12,49,17,3,15,232,57,35,10,11,11
Palak Paneer,343,35,78,35,12,15,490,0,18,41,18,39
Korma,596,36,48,18,6,9,1136,82,14,59,19,23
Korma,707,20,56,38,4,7,289,27,24,40,25,24
Lahori Chargha,720,23,48,36,10,15,249,86,19,19,20,22
Sajji,617,16,49,26,8,12,790,37,19,26,29,34
Dal Makhani,163,39,53,34,9,13,605,62,33,26,14,37
Pakistani Main Course Special 456,178,29,64,26,8,6,1380,47,37,41,8,39
Pakistani Main Course Special 457,256,42,38,21,2,11,1039,69,6,48,29,29
Pakistani Main Course Special 458,724,7,42,17,9,15,801,62,30,33,8,34
Seekh Kabab,764,28,36,30,11,3,442,61,36,38,23,35
Chicken Tikka,616,21,64,36,14,8,1080,17,16,17,11,12
Chicken Tikka,687,14,64,21,12,19,531,38,26,6,22,32
Aloo Gosht,391,38,76,39,2,4,556,58,23,49,7,15
Pakistani Main Course Special 463,689,41,66,18,3,8,1300,16,32,43,26,36
Paya,533,25,40,37,9,19,840,71,31,26,13,33
Pakistani Main Course Special 465,201,25,44,39,6,15,1408,44,18,48,6,36
Pakistani Main Course Special 466,202,27,59,31,14,17,1095,88,30,11,25,27
Pakistani Main Course Special 467,731,7,43,27,2,14,915,0,10,35,10,36
Lahori Chargha,229,19,34,18,5,14,1303,79,13,19,17,20
Palak Paneer,409,27,44,38,11,16,991,85,29,21,6,10
Karahi,772,22,79,33,9,19,364,0,28,36,12,14
Seekh Kabab,768,48,76,32,2,16,1396,78,20,33,17,31
Pakistani Main Course Special 472,680,49,74,21,13,12,543,39,25,15,20,19
Dal Makhani,698,14,67,18,6,4,1205,52,13,7,26,39
Pakistani Main Course Special 474,763,18,45,18,7,10,1086,29,5,58,28,25
Paya,552,35,35,20,14,16,718,58,21,36,27,17
Korma,339,35,47,20,3,8,1204,81,6,28,25,16
Pakistani Main Course Special 477,469,45,51,36,13,15,886,0,37,36,20,33
Chapli Kabab,686,8,79,22,3,5,1346,55,35,17,15,16
Paya,551,22,64,39,8,10,213,36,7,10,8,37
Haleem,283,47,41,37,11,7,957,7,28,51,17,36
Palak Paneer,719,27,79,21,3,2,1317,79,13,9,16,20
Pakistani Main Course Special 482,323,5,43,26,7,8,1367,80,25,41,11,16
Lahori Chargha,490,35,76,30,12,17,836,65,24,6,7,16
Chicken Tikka,509,32,78,26,5,17,1491,99,25,5,19,33
Karahi,375,47,55,26,2,6,1212,12,36,59,17,27
Biryani,591,24,68,30,5,15,1082,19,9,57,21,27
Dal Makhani,285,40,40,29,11,12,807,33,18,29,19,18
Pakistani Main Course Special 488,399,42,37,21,4,12,243,19,28,10,19,15
Seekh Kabab,780,10,39,23,14,15,608,34,6,42,24,16
Chicken Tikka,542,15,37,16,14,9,736,66,10,48,6,35
Chicken Tikka,780,45,73,19,13,2,1188,63,11,52,20,24
Sindhi Biryani,395,17,62,12,2,2,432,48,12,46,9,32
Korma,658,17,73,15,10,10,861,54,28,21,15,25
Aloo Gosht,545,32,55,19,12,2,1415,32,28,51,13,23
Pakistani Main Course Special 495,309,36,57,37,5,12,1228,48,33,45,9,13
Haleem,432,44,54,35,13,11,1373,70,32,51,21,14
Sajji,338,24,66,36,11,10,1040,92,12,29,27,10
Pakistani Main Course Special 498,402,8,58,23,2,3,1296,74,30,41,25,12
Pakistani Main Course Special 499,535,37,78,35,10,2,321,94,21,14,20,35
Pakistani Main Course Special 500,585,24,74,39,14,19,1150,0,14,10,18,17
Chapli Kabab,446,31,33,26,10,18,606,68,8,23,18,25
Palak Paneer,512,17,77,20,14,7,823,28,25,7,17,17
Seekh Kabab,206,45,57,33,2,4,987,2,20,51,15,14
Pakistani Appetizers Special 4,483,38,60,38,14,19,420,17,21,34,17,39
Sindhi Biryani,471,25,48,15,5,7,1200,69,36,39,9,15
Paya,507,9,38,14,13,12,995,29,36,55,10,11
Sajji,176,48,45,26,14,15,400,68,24,8,13,36
Karahi,591,26,32,35,10,11,946,10,34,51,26,33
Chapli Kabab,646,23,33,16,3,14,739,28,37,29,11,16
Karahi,660,20,54,29,8,11,1026,36,22,13,28,33
Pakistani Appetizers Special 11,239,27,54,31,12,2,732,0,23,29,8,32
Aloo Gosht,272,20,42,21,10,7,974,92,28,35,18,27
Haleem,783,10,61,25,9,19,1088,86,10,24,5,21
Sajji,154,39,35,15,14,2,863,45,16,29,21,19
Lahori Chargha,544,26,34,24,11,2,748,76,26,48,19,20
Sindhi Biryani,634,15,64,21,3,7,565,54,31,25,20,19
Pakistani Appetizers Special 17,378,39,40,30,9,4,1463,17,7,58,21,34
Lahori Chargha,550,37,39,26,13,11,1163,34,28,37,13,25
Pakistani Appetizers Special 19,462,20,50,19,3,9,1083,0,21,37,11,31
Pakistani Appetizers Special 20,230,22,66,34,5,3,1414,36,28,7,24,36
Pakistani Appetizers Special 21,153,40,60,28,6,5,267,68,28,29,12,35
Pakistani Appetizers Special 22,466,36,65,37,11,3,1029,60,29,47,17,29
Pakistani Appetizers Special 23,648,30,59,19,3,12,549,20,37,56,18,29
Karahi,584,33,53,37,14,6,586,32,20,35,22,18
Karahi,707,30,30,15,14,14,622,17,12,39,27,23
Pakistani Appetizers Special 26,319,14,62,19,5,3,626,20,31,13,16,35
Pakistani Appetizers Special 27,457,25,54,29,2,11,1255,13,10,46,28,13
Seekh Kabab,706,31,70,28,12,10,715,27,32,16,27,13
Pakistani Appetizers Special 29,290,20,77,26,2,4,939,45,9,32,26,20
Aloo Gosht,459,34,54,23,14,16,715,0,22,10,8,22
Palak Paneer,331,43,65,24,2,10,1453,65,38,29,16,39
Pakistani Appetizers Special 32,770,31,70,16,4,16,295,69,17,48,7,28
Karahi,171,27,66,33,13,19,1178,28,19,10,15,31
Karahi,167,13,59,29,3,12,509,2,34,52,6,32
Dal Makhani,209,23,53,28,5,13,348,74,25,57,29,14
Seekh Kabab,301,42,60,19,6,6,1309,76,32,55,22,33
Sindhi Biryani,378,27,33,26,6,14,261,45,9,26,22,21
Chicken Tikka,771,13,37,16,13,12,1194,35,18,58,5,25
Pakistani Appetizers Special 39,459,12,46,26,9,7,1175,79,20,28,9,19
Palak Paneer,498,30,64,17,8,14,225,10,11,49,15,33
Seekh Kabab,303,41,72,36,8,16,691,32,7,59,8,27
Seekh Kabab,304,5,43,20,14,19,325,95,29,20,26,12
Pakistani Appetizers Special 43,660,39,69,19,6,3,970,44,20,56,6,15
Karahi,515,22,54,15,8,4,278,56,28,35,28,37
Haleem,626,16,52,22,6,15,635,7,11,43,18,26
Palak Paneer,643,11,32,13,10,18,382,0,6,44,23,11
Karahi,501,36,66,36,13,4,676,68,25,18,8,24
Pakistani Appetizers Special 48,549,22,78,25,8,8,259,23,29,27,12,14
Pakistani Appetizers Special 49,347,25,62,27,7,14,1399,15,18,31,15,37
Pakistani Appetizers Special 50,732,36,61,37,5,16,696,43,18,34,19,28
Sajji,522,48,33,37,3,7,419,13,11,57,18,22
Karahi,576,17,61,22,10,5,1056,47,8,26,14,23
Pakistani Appetizers Special 53,397,30,78,24,8,4,986,92,34,28,27,39
Chicken Tikka,168,49,34,16,14,15,240,80,39,6,6,21
Pakistani Appetizers Special 55,281,9,43,27,6,16,1004,68,5,54,13,22
Pakistani Appetizers Special 56,228,32,75,19,2,3,923,59,32,31,15,30
Palak Paneer,375,20,48,35,12,18,1273,73,35,13,9,27
Palak Paneer,684,8,70,16,13,12,378,1,14,30,19,33
Pakistani Appetizers Special 59,661,35,36,35,9,9,1181,65,18,56,28,28
Pakistani Appetizers Special 60,256,18,42,12,6,17,851,98,8,59,11,24
Palak Paneer,366,5,62,22,4,6,437,71,26,12,19,29
Biryani,443,34,50,33,3,9,851,78,39,19,20,11
Chicken Tikka,296,13,65,15,3,19,1153,57,13,53,27,25
Pakistani Appetizers Special 64,589,49,44,29,2,3,215,0,28,5,14,12
Pakistani Appetizers Special 65,594,39,55,15,9,6,1419,0,39,34,19,24
Karahi,621,30,43,25,12,12,422,3,22,31,18,32
Haleem,194,22,73,26,11,15,668,23,30,47,14,15
Chicken Tikka,203,45,34,39,2,16,1011,19,21,31,11,16
Chapli Kabab,186,38,56,34,4,15,842,17,17,46,18,24
Aloo Gosht,332,49,58,16,12,3,515,0,27,26,9,29
Chapli Kabab,727,48,36,30,3,15,1352,58,8,18,13,36
Palak Paneer,236,49,33,24,13,13,1340,66,26,58,9,20
Aloo Gosht,706,39,38,30,11,11,1367,43,22,57,15,20
Seekh Kabab,718,38,32,32,5,7,228,79,36,24,9,32
Chicken Tikka,221,38,32,38,13,2,1304,0,36,48,5,39
Chapli Kabab,172,29,63,17,2,5,1253,82,16,18,19,34
Pakistani Appetizers Special 77,320,6,78,15,14,7,779,3,11,19,21,30
Lahori Chargha,582,35,60,15,14,6,757,93,29,43,9,12
Aloo Gosht,216,43,69,26,14,4,270,16,11,49,25,32
Aloo Gosht,168,40,44,21,3,5,472,10,16,49,14,33
Chapli Kabab,482,46,53,15,6,19,405,90,26,15,28,20
Pakistani Appetizers Special 82,423,40,67,35,6,15,455,9,12,36,25,34
Karahi,676,18,30,21,14,3,585,23,21,28,7,24
Seekh Kabab,695,34,75,33,2,18,254,55,38,46,22,19
Pakistani Appetizers Special 85,156,25,52,29,14,14,1274,64,39,5,13,26
Lahori Chargha,751,11,51,11,7,19,507,90,21,29,11,27
Korma,307,34,56,19,3,5,328,62,33,5,9,29
Seekh Kabab,558,19,35,11,7,19,1080,4,30,45,11,26
Karahi,758,39,57,26,2,7,359,73,18,33,18,15
Sindhi Biryani,318,42,69,19,13,4,1006,88,27,55,6,29
Dal Makhani,302,42,45,39,4,15,416,29,19,20,25,27
Nihari,292,47,32,25,8,5,608,86,15,12,12,14
Pakistani Appetizers Special 93,657,43,62,25,4,3,831,91,7,18,20,19
Haleem,622,9,34,24,7,16,591,11,14,42,11,31
Sindhi Biryani,593,31,39,18,2,17,207,11,8,34,14,39
Aloo Gosht,155,42,71,38,13,15,962,24,26,43,17,27
Pakistani Appetizers Special 97,474,31,75,24,11,13,303,21,34,56,23,19
Sajji,248,19,55,21,6,10,1316,58,15,8,5,38
Pakistani Appetizers Special 99,689,8,61,27,4,18,672,57,18,58,24,10
Pakistani Appetizers Special 100,306,12,48,25,12,8,551,74,14,43,24,22
Palak Paneer,365,21,45,19,11,3,810,32,30,38,27,36
Chapli Kabab,417,29,77,32,4,9,1297,85,17,17,12,10
Sajji,370,30,73,34,7,6,611,86,15,51,22,18
Biryani,188,42,52,29,11,19,1395,62,25,59,16,30
Pakistani Appetizers Special 105,235,21,69,27,14,9,800,41,17,14,28,24
Pakistani Appetizers Special 106,348,37,64,20,11,6,583,51,21,7,6,10
Paya,469,17,52,22,9,11,477,68,38,52,27,26
Pakistani Appetizers Special 108,490,18,55,20,9,14,1463,57,6,35,9,20
Aloo Gosht,379,34,72,36,11,9,557,28,17,19,17,23
Sindhi Biryani,550,12,48,14,14,4,1040,13,9,44,16,36
Dal Makhani,781,22,35,38,8,12,377,83,35,47,14,32
Sajji,426,21,36,20,2,3,382,97,26,6,15,17
Sindhi Biryani,787,47,79,35,3,10,1333,56,33,17,13,14
Aloo Gosht,460,22,42,20,14,12,1256,79,36,54,25,19
Karahi,789,37,45,38,11,19,1384,22,23,54,16,35
Seekh Kabab,156,44,69,26,10,12,1056,39,10,53,7,33
Pakistani Appetizers Special 117,525,12,56,22,10,3,1332,96,33,35,15,28
Karahi,355,13,45,24,11,2,1292,57,33,34,8,25
Haleem,394,47,43,16,13,17,1253,48,28,10,14,32
Haleem,307,43,48,18,10,16,1151,27,20,9,29,37
Korma,517,10,64,20,9,12,659,67,8,38,9,32
Korma,508,12,34,26,8,4,714,86,34,40,20,38
Nihari,555,27,71,24,11,7,492,62,8,52,14,29
Haleem,723,13,61,24,7,5,270,0,32,41,21,24
Biryani,539,42,60,19,5,18,1327,97,24,10,10,10
Pakistani Appetizers Special 126,257,29,48,17,3,9,703,54,22,48,27,13
Pakistani Appetizers Special 127,177,30,58,18,12,7,424,9,19,33,11,30
Palak Paneer,670,44,39,25,2,17,285,95,6,45,12,10
Pakistani Appetizers Special 129,607,21,59,27,3,5,468,57,12,41,21,18
Chicken Tikka,681,38,47,15,14,19,406,23,12,28,12,14
Karahi,521,40,49,21,8,9,1229,76,34,23,26,15
Nihari,393,45,32,36,4,18,216,92,30,55,18,21
Pakistani Appetizers Special 133,796,5,50,11,7,8,380,77,13,7,15,32
Korma,654,24,44,27,10,16,596,56,17,5,17,11
Seekh Kabab,574,9,70,28,4,14,954,42,20,32,11,37
Aloo Gosht,695,40,64,28,6,10,852,27,30,29,21,20
Chapli Kabab,410,10,41,19,9,6,1270,62,8,38,7,34
Korma,416,42,50,29,4,15,492,7,39,36,28,34
Sajji,696,19,39,18,3,19,217,25,27,22,9,26
Biryani,676,20,62,21,12,17,247,32,27,40,7,15
Pakistani Appetizers Special 141,392,43,66,34,12,6,1161,57,36,47,11,27
Seekh Kabab,230,11,35,12,14,7,780,0,39,56,28,34
Karahi,307,10,71,14,3,11,1495,0,25,10,5,16
Biryani,538,28,50,34,3,9,923,95,24,23,9,24
Seekh Kabab,705,21,52,27,11,3,1231,48,35,44,6,16
Sindhi Biryani,200,20,45,18,14,13,1249,52,35,53,15,11
Sindhi Biryani,284,45,51,30,8,16,803,0,32,20,28,33
Pakistani Appetizers Special 148,335,17,57,18,11,4,1254,0,8,48,28,25
Pakistani Appetizers Special 149,364,24,34,18,3,2,531,59,12,40,17,20
Pakistani Appetizers Special 150,419,28,65,33,3,17,366,1,22,14,15,20
Dal Makhani,209,30,75,32,8,9,491,32,23,19,24,17
Aloo Gosht,454,45,47,25,14,4,1171,74,36,39,14,17
Chicken Tikka,586,22,48,37,11,12,225,33,6,51,28,34
Palak Paneer,216,10,54,12,13,10,721,27,10,47,16,19
Paya,222,41,34,38,6,2,1453,91,34,19,29,38
Korma,659,28,50,25,10,12,1298,33,5,22,18,12
Pakistani Appetizers Special 157,295,32,42,29,3,19,378,85,20,26,12,26
Lahori Chargha,179,6,46,27,14,2,1073,0,13,27,27,21
Seekh Kabab,189,30,72,28,14,4,1114,15,19,33,6,13
Pakistani Appetizers Special 160,242,34,37,15,6,19,613,50,37,7,11,20
Paya,527,40,66,22,4,16,1332,43,8,11,19,16
Nihari,791,42,64,19,4,16,722,3,21,26,23,14
Dal Makhani,272,15,48,15,8,4,1064,31,28,43,15,13
Sindhi Biryani,468,16,62,29,9,5,1122,72,22,28,5,30
Palak Paneer,439,27,50,32,2,3,245,24,28,9,29,20
Pakistani Appetizers Special 166,768,22,74,19,14,10,918,73,36,38,10,11
Sajji,215,37,63,39,4,9,410,0,21,14,19,33
Sajji,664,21,31,17,10,13,275,23,28,23,28,11
Seekh Kabab,163,32,34,38,7,10,502,49,24,12,11,19
Chapli Kabab,595,36,43,19,3,19,1497,7,17,43,28,34
Chapli Kabab,481,29,53,33,10,18,405,10,6,5,21,14
Korma,240,42,72,25,12,11,1102,0,31,13,12,31
Pakistani Appetizers Special 173,296,33,65,37,10,10,769,60,15,55,25,33
Karahi,321,19,77,29,8,4,548,28,10,26,23,20
Lahori Chargha,523,15,72,12,2,10,457,22,8,21,20,15
Lahori Chargha,380,48,48,33,7,5,1495,32,32,45,28,22
Biryani,708,43,44,15,4,2,218,19,29,17,29,28
Haleem,220,6,33,27,8,15,373,36,36,12,6,31
Paya,399,37,70,19,4,8,456,89,23,44,21,39
Pakistani Appetizers Special 180,756,44,70,31,3,19,822,91,33,25,11,20
Palak Paneer,239,13,37,11,11,3,1355,80,8,7,25,25
Pakistani Appetizers Special 182,495,5,79,21,11,13,1194,34,38,6,21,39
Biryani,790,5,60,10,3,18,1011,0,23,28,22,36
Karahi,405,12,48,21,5,16,874,1,32,17,21,16
Pakistani Appetizers Special 185,739,44,39,20,10,4,342,37,12,31,6,19
Pakistani Appetizers Special 186,391,36,43,26,5,14,1282,29,28,7,29,21
Karahi,288,20,70,31,10,18,1031,66,26,12,13,37
Chicken Tikka,290,48,52,18,13,10,1302,66,34,18,17,37
Nihari,559,36,76,35,14,14,1136,11,12,17,8,25
Korma,649,13,59,27,7,2,1231,0,21,51,15,25
Pakistani Appetizers Special 191,673,15,43,19,3,10,1108,27,21,43,17,34
Chapli Kabab,658,9,33,10,14,6,1133,40,25,36,20,31
Palak Paneer,669,5,76,26,4,3,653,0,32,45,17,22
Dal Makhani,485,27,30,38,4,18,772,17,16,28,14,18
Sindhi Biryani,469,19,46,15,4,16,383,36,5,20,15,35
Pakistani Appetizers Special 196,531,40,40,36,12,3,341,23,32,49,7,36
Pakistani Appetizers Special 197,704,43,38,29,14,5,1491,94,39,8,14,22
Pakistani Appetizers Special 198,479,28,36,26,11,12,1445,82,19,6,8,24
Korma,618,19,54,20,4,2,516,1,9,41,20,14
Haleem,368,19,65,22,4,11,1313,33,23,13,20,14
Dal Makhani,206,46,42,25,3,7,1327,82,25,48,5,25
Nihari,545,41,67,29,7,8,1110,59,28,13,24,22
Pakistani Appetizers Special 203,639,30,78,30,13,9,831,46,28,55,19,28
Dal Makhani,549,45,76,29,12,5,702,84,35,26,6,38
Sajji,655,14,62,23,12,8,1156,62,14,49,12,23
Biryani,289,23,55,33,2,16,1224,85,29,38,23,34
Sindhi Biryani,220,26,77,38,2,3,417,40,38,47,23,35
Chapli Kabab,463,13,74,15,4,15,1457,13,36,26,17,19
Paya,199,36,33,27,7,9,588,71,20,22,27,36
Dal Makhani,156,49,65,39,11,6,650,31,20,56,9,34
Sajji,406,23,58,25,8,7,369,6,39,47,22,24
Haleem,652,12,60,16,8,3,1212,58,5,22,11,24
Sajji,410,36,77,34,13,17,508,85,39,49,25,29
Pakistani Appetizers Special 214,258,24,46,32,14,11,205,51,27,34,6,32
Pakistani Appetizers Special 215,755,5,33,16,2,4,297,14,21,50,28,16
Pakistani Appetizers Special 216,728,41,74,28,3,5,1132,0,27,47,25,33
Seekh Kabab,231,47,73,22,3,19,1050,33,10,35,21,26
Haleem,502,31,66,26,7,12,779,8,26,34,22,20
Pakistani Appetizers Special 219,796,17,39,23,5,16,766,76,36,25,26,25
Pakistani Appetizers Special 220,365,8,59,12,3,4,1050,47,11,9,28,20
Biryani,486,31,45,20,12,4,393,27,15,26,11,22
Chapli Kabab,199,49,64,25,12,7,410,21,35,43,24,32
Pakistani Appetizers Special 223,741,8,55,29,12,2,890,72,15,14,16,35
Nihari,464,39,77,19,4,14,1452,21,5,23,26,19
Karahi,631,20,32,36,7,6,1066,40,9,47,16,19
Paya,687,21,57,32,6,6,523,13,17,17,9,17
Haleem,260,44,50,17,9,11,1128,95,35,43,7,10
Sajji,589,7,62,13,5,14,1458,0,35,29,21,35
Paya,544,48,31,22,10,5,897,72,38,56,29,30
Pakistani Appetizers Special 230,420,32,56,18,4,8,848,96,22,43,28,28
Pakistani Appetizers Special 231,261,22,50,30,5,19,399,46,31,17,21,10
Pakistani Appetizers Special 232,229,40,56,28,4,11,222,22,5,35,16,33
Aloo Gosht,657,6,47,10,9,10,779,18,21,23,11,25
Palak Paneer,799,6,33,17,12,3,552,92,12,26,23,22
Paya,603,22,36,19,5,9,818,38,17,47,23,37
Seekh Kabab,191,45,51,21,6,18,1413,0,37,47,12,28
Pakistani Appetizers Special 237,735,41,61,15,7,16,339,22,14,51,14,18
Seekh Kabab,263,43,55,39,13,11,430,60,35,32,23,32
Sajji,251,34,41,28,8,19,1469,86,22,35,13,23
Chapli Kabab,626,44,31,25,6,6,359,59,8,33,8,12
Sajji,796,36,60,28,13,17,597,0,33,18,28,25
Haleem,621,31,33,19,13,9,965,73,16,11,28,39
Chapli Kabab,322,12,54,26,11,15,631,64,12,9,24,27
Pakistani Appetizers Special 244,682,9,74,18,5,10,538,26,10,36,26,28
Biryani,161,10,44,18,4,16,1167,50,14,18,21,25
Chicken Tikka,569,42,54,15,7,7,970,8,13,38,23,22
Nihari,653,5,64,23,12,17,882,30,39,43,26,12
Karahi,533,47,60,29,6,12,855,53,35,51,17,18
Haleem,396,42,42,26,4,16,1176,96,29,14,7,22
Pakistani Appetizers Special 250,600,22,43,37,5,6,901,17,32,5,29,16
Pakistani Appetizers Special 251,713,21,65,20,14,13,1189,60,14,57,15,33
Sindhi Biryani,216,24,30,15,12,6,1112,24,10,32,18,16
Pakistani Appetizers Special 253,268,6,60,22,6,12,1072,39,39,7,16,38
Sindhi Biryani,342,35,53,31,11,17,1239,76,17,15,8,35
Sindhi Biryani,569,46,37,37,11,2,201,52,37,51,20,30
Haleem,737,37,37,21,2,7,1142,0,7,8,14,34
Biryani,500,48,31,16,9,5,972,27,24,28,20,10
Pakistani Appetizers Special 258,529,40,78,17,7,11,431,2,8,38,24,29
Pakistani Appetizers Special 259,446,9,72,21,12,18,467,31,39,11,15,34
Pakistani Appetizers Special 260,698,32,71,24,10,5,1238,0,9,10,27,14
Pakistani Appetizers Special 261,345,42,34,39,6,13,315,59,33,42,19,37
Pakistani Appetizers Special 262,359,37,71,37,10,17,271,30,6,26,14,38
Sindhi Biryani,621,5,78,16,2,19,357,80,22,40,18,25
Pakistani Appetizers Special 264,449,45,46,33,3,15,523,63,22,8,14,20
Sajji,178,31,66,16,8,12,940,86,11,24,28,22
Sajji,439,46,65,28,12,12,377,90,28,38,25,18
Palak Paneer,491,12,43,16,13,2,993,58,23,20,25,29
Seekh Kabab,537,27,78,15,2,7,1007,76,12,31,21,32
Karahi,633,15,59,12,7,13,1442,8,24,39,24,19
Sajji,656,41,68,15,13,12,716,84,7,33,20,38
Haleem,244,40,77,15,12,2,818,28,8,29,21,38
Pakistani Appetizers Special 272,709,7,31,28,3,9,931,18,30,20,20,13
Korma,308,28,73,33,4,3,1215,49,33,48,7,22
Lahori Chargha,206,29,76,17,6,2,968,78,11,9,9,10
Seekh Kabab,498,46,39,28,10,13,1389,13,24,32,12,19
Pakistani Appetizers Special 276,233,13,44,23,10,11,985,88,28,41,29,14
Chicken Tikka,584,10,69,27,10,10,1105,33,31,55,20,21
Karahi,587,19,71,29,8,12,455,43,31,52,14,14
Lahori Chargha,762,36,31,25,4,14,1391,71,35,38,5,24
Pakistani Appetizers Special 280,498,12,50,10,8,3,458,1,20,14,25,13
Seekh Kabab,522,29,48,29,3,10,1457,4,7,43,23,11
Seekh Kabab,650,31,44,16,3,8,1027,1,23,54,15,27
Pakistani Appetizers Special 283,252,11,69,12,7,12,889,43,21,10,22,18
Sindhi Biryani,287,11,33,23,8,4,940,70,26,43,6,30
Korma,554,47,56,26,5,18,746,58,12,51,6,26
Biryani,695,25,45,29,13,11,1447,16,30,5,18,28
Pakistani Appetizers Special 287,553,16,51,14,11,5,514,97,31,24,16,28
Aloo Gosht,409,42,78,33,4,17,1037,15,33,32,23,32
Haleem,168,24,76,26,12,9,360,61,26,29,19,21
Pakistani Appetizers Special 290,525,27,47,39,2,13,324,41,12,10,5,22
Biryani,569,26,57,21,12,19,1404,40,38,8,21,28
Pakistani Appetizers Special 292,711,6,65,27,6,9,1098,58,9,9,10,11
Pakistani Appetizers Special 293,655,18,66,23,4,11,614,9,7,39,19,18
Pakistani Appetizers Special 294,473,12,48,25,10,4,705,55,15,16,19,25
Palak Paneer,744,43,44,28,8,13,898,2,33,58,23,10
Korma,204,46,31,36,13,3,237,47,14,44,17,28
Nihari,317,6,46,10,7,19,1462,5,17,52,23,14
Aloo Gosht,336,24,70,37,11,9,266,62,6,34,6,22
Lahori Chargha,535,13,32,11,7,18,439,1,10,33,25,11
Dal Makhani,257,12,53,11,5,8,506,23,30,11,8,24
Pakistani Appetizers Special 301,606,36,56,17,4,18,1291,28,30,31,19,13
Chapli Kabab,704,41,74,25,6,3,818,30,22,58,16,36
Aloo Gosht,330,41,34,17,7,13,865,32,21,23,17,12
Pakistani Appetizers Special 304,458,42,55,35,7,14,1402,30,34,22,21,22
Pakistani Appetizers Special 305,206,18,46,23,8,10,775,71,36,46,16,27
Haleem,614,32,53,16,12,6,872,12,21,10,14,31
Nihari,569,22,49,33,12,4,371,15,36,28,11,38
Chapli Kabab,288,49,74,18,5,14,944,47,6,17,22,32
Chapli Kabab,322,38,66,17,6,13,1081,67,33,46,18,25
Pakistani Appetizers Special 310,207,30,36,21,4,9,866,42,11,15,6,11
Chicken Tikka,610,11,56,17,8,11,1350,43,16,42,7,32
Lahori Chargha,229,25,36,28,2,6,1243,0,39,33,29,17
Dal Makhani,532,18,45,26,5,11,455,54,9,48,16,19
Palak Paneer,216,40,76,26,8,13,249,10,37,15,19,20
Chapli Kabab,270,17,44,28,3,17,1228,0,39,37,8,13
Sajji,449,37,62,33,2,7,1239,23,25,48,16,31
Chapli Kabab,390,8,42,16,2,19,1393,26,19,7,7,34
Pakistani Appetizers Special 318,196,41,49,18,10,17,362,71,6,25,22,38
Korma,489,30,31,19,14,2,258,91,37,44,28,33
Sajji,185,39,64,29,10,9,958,98,24,55,8,31
Pakistani Appetizers Special 321,368,26,68,39,11,8,439,82,31,35,15,13
Seekh Kabab,474,5,56,21,10,19,601,18,23,7,22,22
Seekh Kabab,458,42,40,33,4,17,1332,21,5,18,10,38
Haleem,427,8,77,20,13,9,1287,66,22,12,23,37
Pakistani Appetizers Special 325,570,34,67,38,12,15,456,11,39,18,18,36
Karahi,789,18,61,27,9,2,996,73,13,27,6,16
Karahi,402,39,70,25,4,9,1358,20,8,25,24,16
Pakistani Appetizers Special 328,375,31,59,27,10,9,952,34,9,59,20,13
Lahori Chargha,303,35,42,24,4,14,1223,57,17,47,13,32
Nihari,244,36,43,20,14,13,1113,0,35,22,8,19
